id,Umsatz
1808012,503.7762
1808022,512.11346
1808032,512.11346
1808042,612.06793
1808052,618.9593
1808062,503.7762
1808072,502.95264
1808082,512.11346
1808092,501.20404
1808102,452.8633
1808112,536.15765
1808122,582.7806
1808132,476.99106
1808142,484.75674
1808152,476.99106
1808162,512.11346
1808172,452.62363
1808182,563.4702
1808192,554.6466
1808202,381.5356
1808212,366.26038
1808222,423.75674
1808232,405.8845
1808242,366.26038
1808252,499.84006
1808262,529.2593
1808272,361.4261
1808282,361.4261
1808292,386.66635
1808302,355.2027
1808312,376.55365
1809012,396.5572
1809022,442.61295
1809032,310.35883
1809042,310.35883
1809052,320.456
1809062,344.5515
1809072,295.91666
1809082,393.47638
1809092,449.72256
1809102,292.1526
1809112,279.63852
1809122,285.8619
1809132,302.44586
1809142,292.1526
1809152,396.5572
1809162,452.4716
1809172,302.44586
1809182,302.22504
1809192,302.22504
1809202,292.1526
1809212,279.63852
1809222,396.5572
1809232,449.72256
1809242,292.1526
1809252,292.1526
1809262,295.91666
1809272,295.91666
1809282,292.1526
1809292,393.47638
1809302,480.80344
1810012,368.56287
1810022,319.18103
1810032,516.85236
1810042,359.90335
1810052,368.56287
1810062,465.33694
1810072,499.0292
1810082,376.9826
1810092,385.40237
1810102,368.56287
1810112,368.56287
1810122,399.14337
1810132,508.01627
1810142,540.8948
1810152,399.14337
1810162,359.90335
1810172,399.14337
1810182,368.56287
1810192,327.66974
1810202,394.04248
1810212,449.95685
1810222,290.1986
1810232,283.67892
1810242,300.49188
1810252,283.67892
1810262,277.45557
1810272,340.9405
1810282,399.8918
1810292,230.6751
1810302,293.73367
1811012,297.03748
1811022,291.31927
1811032,352.8228
1811042,398.5579
1811052,301.37408
1811062,248.77866
1811072,317.62402
1811082,341.59314
1811092,248.77866
1811102,399.76315
1811112,447.90866
1811122,291.31927
1811132,291.31927
1811142,238.92001
1811152,297.03748
1811162,245.34596
1811172,352.8228
1811182,398.5579
1811192,232.6153
1811202,238.92001
1811212,238.92001
1811222,238.92001
1811232,238.92001
1811242,349.74197
1811252,398.5579
1811262,219.1719
1811272,219.1719
1811282,229.11945
1811292,219.1719
1811302,229.11945
1812012,312.12994
1812022,366.4874
1812032,253.66185
1812042,220.21744
1812052,237.61627
1812062,217.59077
1812072,252.3673
1812082,328.38516
1812092,366.4874
1812102,220.21744
1812112,208.64206
1812122,208.64206
1812132,208.64206
1812142,208.64206
1812152,312.12994
1812162,365.65585
1812172,208.64206
1812182,208.64206
1812192,208.64206
1812202,253.47829
1812212,307.6309
1812222,389.04425
1812232,436.71805
1812242,324.31345
1812272,324.31345
1812282,324.31345
1812292,414.23846
1812302,463.5288
1812312,484.3198
1901022,310.4508
1901032,316.65384
1901042,256.39423
1901052,309.45923
1901062,378.796
1901072,230.54694
1901082,223.31331
1901092,230.54694
1901102,208.61417
1901112,208.61417
1901122,303.27176
1901132,361.01025
1901142,226.94765
1901152,208.61417
1901162,208.61417
1901172,208.61417
1901182,226.94765
1901192,309.45923
1901202,363.70547
1901212,214.03181
1901222,226.94765
1901232,224.15645
1901242,214.03181
1901252,214.03181
1901262,303.27176
1901272,360.09738
1901282,208.61417
1901292,216.5177
1901302,218.71034
1901312,208.61417
1902012,235.89607
1902022,336.2152
1902032,396.2588
1902042,229.42987
1902052,229.42987
1902062,248.51958
1902072,229.42987
1902082,238.30708
1902092,346.07388
1902102,391.73785
1902112,239.04445
1902122,239.04445
1902132,229.42987
1902142,239.04445
1902152,285.2722
1902162,389.31723
1902172,440.75974
1902182,285.2722
1902192,229.42987
1902202,229.42987
1902212,229.42987
1902222,239.04445
1902232,336.2152
1902242,396.2588
1902252,239.04445
1902262,285.2722
1902272,285.2722
1902282,239.04445
1903012,238.92001
1903022,349.74197
1903032,397.64508
1903042,232.6153
1903052,245.34596
1903062,238.92001
1903072,242.052
1903082,265.54028
1903092,349.74197
1903102,407.7182
1903112,245.34596
1903122,238.92001
1903132,232.6153
1903142,238.92001
1903152,238.92001
1903162,341.41992
1903172,401.25317
1903182,245.34596
1903192,245.34596
1903212,291.31927
1903222,238.92001
1903232,399.76315
1903242,402.16605
1903252,245.34596
1903262,238.92001
1903272,238.92001
1903282,291.31927
1903292,297.03748
1903302,402.84402
1903312,402.16605
1904012,234.2594
1904022,313.5247
1904042,316.04028
1904052,374.33948
1904062,453.23514
1904072,505.1157
1904082,324.45364
1904092,324.45364
1904102,324.45364
1904112,316.04028
1904122,324.45364
1904132,408.09708
1904142,458.31482
1904152,324.45364
1904162,324.45364
1904172,365.91974
1904182,486.55756
1904202,603.9953
1904212,648.9502
1904222,484.74844
1904232,287.2677
1904242,297.56094
1904252,287.2677
1904262,280.40448
1904272,400.16107
1904282,393.33698
1904292,287.2677
1904302,280.40448
1905022,224.96083
1905032,224.96083
1905042,337.73456
1905052,433.81143
1905062,242.59872
1905072,232.30545
1905082,282.05295
1905092,288.27628
1905102,288.27628
1905112,387.92337
1905122,433.81143
1905132,295.60696
1905142,298.3357
1905152,285.31372
1905162,298.3357
1905172,288.27628
1905182,397.97815
1905192,443.67007
1905202,305.9003
1905212,271.99814
1905222,288.27628
