id,Umsatz
1808012,510.0344253470184
1808022,521.3770823166433
1808032,529.9066505660335
1808042,668.9948724852296
1808052,724.0257888342684
1808062,516.5906304329649
1808072,518.0189184427431
1808082,518.1124879113283
1808092,585.1171072847615
1808102,490.22034099020624
1808112,591.7938313863474
1808122,634.6269092513041
1808132,540.415351833839
1808142,545.407324392288
1808152,533.8591467478925
1808162,531.0729231590701
1808172,498.1363345140172
1808182,705.1716145087013
1808192,634.2457165149682
1808202,390.85442139091134
1808212,357.8587870364415
1808222,437.8961387853572
1808232,482.72933115860025
1808242,387.61396126195143
1808252,503.02685910315034
1808262,574.158041953415
1808272,367.5494793734577
1808282,352.72810355913305
1808292,402.3869109254987
1808302,364.09180974088787
1808312,376.3599395340502
1809012,450.4596957695885
1809022,551.8544973041271
1809032,433.6078578861936
1809042,438.36484211696495
1809052,420.25435302771825
1809062,449.5272880211621
1809072,390.4888200924976
1809082,484.1463169648277
1809092,559.1654586817415
1809102,382.54206264513124
1809112,352.72810355913305
1809122,351.13137449314604
1809132,357.96847149029514
1809142,358.49249743183066
1809152,470.0174364063804
1809162,545.0365781232942
1809172,371.28804091723003
1809182,338.5992230006858
1809192,337.0024939346988
1809202,349.9629291824406
1809212,367.580243297013
1809222,479.77914379349875
1809232,549.3035588873765
1809242,367.80508710943946
1809252,338.5992230006858
1809262,363.9576819021007
1809272,352.8377880129867
1809282,342.66321072737446
1809292,463.2100290224151
1809302,553.2217540110024
1810012,469.25328912423834
1810022,351.79902946230504
1810032,554.8159250266737
1810042,440.94113642562996
1810052,460.0271853996252
1810062,589.4195664763945
1810072,638.5657237832343
1810082,513.3167574642291
1810092,469.5516794396591
1810102,459.47346984490594
1810112,438.0527029671684
1810122,521.6625290497852
1810132,633.187468024335
1810142,708.2066097412488
1810152,516.5906304329649
1810162,455.7734564816463
1810172,534.5537276781326
1810182,482.29580488701276
1810192,490.6593141844646
1810202,480.2181169877572
1810212,569.5558804544085
1810222,343.7247579725836
1810232,347.68696886586815
